age,browse_duration,purchase_count,avg_order_value,gender,city_tier,device_type,return_rate,coupon_usage,favorite_count,click_through_rate,last_purchase_days,app_install_count,membership_level,social_media_active,has_children,education_level,income_bracket,label
47,180,15,782,女,4,Android,0.47,14,64,0.7,322,,VIP,否,是,高中,低,0
,253,9,1204,男,1,iOS,0,18,30,0.7,342,3,超级VIP,否,,高中,中,0
20,90,14,358,男,3,Android,0.41,15,21,0.21,116,2,普通,是,是,硕士,中,0
45,247,42,1258,男,4,Web,0.34,10,86,0.33,,5,普通,否,是,本科,低,0
61,213,49,759,男,2,Android,0.26,20,65,0.39,302,1,普通,否,否,高中,高,0
32,248,5,164,男,4,Android,0.2,10,85,0.36,116,1,VIP,是,是,本科,高,0
58,125,32,716,男,3,Android,0.45,11,72,0.63,52,,普通,否,是,高中,高,0
28,150,35,487,男,2,Android,0.48,,78,0.4,25,5,普通,否,是,本科,低,0
65,175,30,212,男,4,Web,0.03,5,87,0.64,214,4,普通,否,否,本科,高,0
49,210,9,1948,男,3,iOS,0.39,1,6,0.24,344,4,普通,是,否,本科,高,0
53,258,33,765,男,3,Android,0.36,9,71,0.55,41,5,普通,否,否,博士,低,0
50,,40,156,女,4,Android,0.45,1,26,0.74,133,2,普通,否,否,高中,低,0
41,258,9,1712,男,4,Android,0.05,10,90,0.69,250,2,超级VIP,是,,高中,低,0
56,190,,1098,男,3,Android,0.49,4,44,0.83,211,5,超级VIP,是,是,本科,低,0
45,137,2,1201,男,4,iOS,0.17,15,60,0.85,,2,普通,是,是,本科,中,0
24,229,6,841,女,5,Android,,9,38,,290,5,普通,否,是,本科,低,0
21,19,3,644,女,2,Android,0.48,13,92,0.63,345,4,VIP,否,是,本科,高,0
54,48,38,1660,男,4,Android,0.36,5,4,0.27,124,5,普通,是,否,硕士,低,0
18,28,9,1855,男,2,Android,0.05,9,78,0.82,249,3,普通,否,是,硕士,中,0
64,47,14,126,男,3,Android,0.26,11,89,0.05,245,4,普通,否,否,本科,低,0
46,257,,224,男,2,iOS,0.31,9,94,0.59,269,0,普通,是,否,硕士,低,0
35,93,35,496,女,2,Android,0.22,1,88,0.08,327,4,普通,是,否,博士,高,0
45,133,26,472,女,5,iOS,0.25,1,31,0.73,230,3,普通,是,否,本科,低,0
52,300,21,1888,女,1,Android,0.33,13,57,0.07,231,5,普通,是,是,本科,低,0
64,31,16,1781,,5,Web,0.41,11,51,,131,1,普通,是,是,硕士,低,0
,268,44,1160,男,5,iOS,0.42,,73,0.42,290,1,普通,是,否,高中,中,0
66,212,5,195,男,2,iOS,0.25,8,75,0.01,118,4,普通,是,是,高中,低,0
55,275,7,365,男,4,iOS,0.38,6,61,0.19,353,0,超级VIP,否,是,本科,中,0
25,56,35,1551,,3,iOS,0.16,1,,0.87,227,4,普通,否,是,本科,低,0
51,184,4,399,男,2,Android,0.47,1,45,0.69,179,4,普通,否,,本科,中,0
65,53,4,1548,女,1,iOS,0.21,15,70,0.37,293,0,普通,否,否,本科,中,0
69,208,46,589,男,2,Android,0.39,15,87,0.09,303,5,VIP,是,否,硕士,高,0
29,292,9,213,女,5,Android,0.32,17,29,0.39,244,5,超级VIP,是,否,硕士,高,0
55,251,39,340,女,1,Android,0.16,1,13,0.97,,2,VIP,是,否,本科,中,0
18,111,6,,男,4,iOS,0.06,6,39,0.1,95,4,普通,是,是,高中,低,0
48,5,11,958,女,4,Web,0.4,6,69,0.85,337,0,,否,否,高中,低,0
21,190,29,118,男,3,Android,0.38,16,49,0.33,288,2,普通,是,是,高中,低,0
62,12,27,1716,男,4,iOS,0.12,12,71,0.63,14,2,普通,否,否,高中,高,0
67,,42,835,男,3,Android,0.38,4,35,,235,4,普通,否,是,本科,中,0
22,104,12,841,女,3,Android,0.49,14,55,0.05,,1,VIP,是,是,本科,高,0
,159,46,866,女,5,Web,0.42,20,11,0.15,57,2,普通,是,是,硕士,低,0
41,153,48,1396,女,5,,0.34,1,68,0.57,279,4,普通,是,是,本科,中,0
20,241,21,1672,女,4,Android,0.46,5,76,0.95,158,2,普通,是,是,本科,中,0
62,13,26,1455,男,3,Android,0,12,21,0.11,31,2,普通,否,是,本科,高,0
,179,7,1743,女,3,,0.16,1,11,0.88,160,1,普通,否,是,硕士,高,0
43,291,5,944,男,4,Android,0.49,4,31,0.23,,5,VIP,是,是,高中,高,0
63,167,28,1417,男,3,Android,0.03,15,60,0.76,122,1,普通,否,否,本科,低,0
60,213,40,882,男,4,iOS,0.25,6,37,0.96,361,0,普通,是,是,高中,中,0
59,15,6,1102,男,4,Android,0.39,,89,0.73,95,2,普通,是,是,本科,低,0
68,90,21,1806,男,2,Android,0.19,12,79,0.74,252,0,普通,是,是,高中,低,0
67,119,46,1930,女,4,Android,0.46,,11,0.5,250,5,普通,是,是,高中,中,0
23,252,3,423,女,,Android,0.03,18,100,0.97,46,5,,否,是,本科,中,0
32,59,31,117,女,2,Web,0.37,10,45,0.24,7,0,普通,否,否,本科,低,0
70,265,18,367,男,1,Android,0.2,9,79,0.99,,0,普通,是,否,本科,中,0
59,288,40,1917,女,4,Android,0.32,11,25,0.84,263,4,普通,否,是,本科,低,0
54,30,,1764,男,4,iOS,0.33,2,76,0.73,123,4,VIP,是,否,本科,中,0
40,35,40,1889,女,1,Android,0.3,5,45,0.4,363,3,VIP,是,否,博士,中,0
23,131,7,149,女,2,iOS,0.36,19,16,0.89,136,1,普通,是,否,硕士,低,0
35,8,29,255,男,4,Android,0.33,10,72,0.97,354,1,超级VIP,是,是,高中,低,0
26,29,45,81,女,2,Android,0.4,18,73,0.27,6,5,VIP,是,是,本科,低,0
66,114,27,15,男,3,Android,0.42,19,63,0.49,261,4,普通,否,否,本科,中,0
30,3,31,192,男,2,iOS,0.35,20,52,0.59,316,5,普通,否,是,本科,中,0
34,15,32,1300,女,1,Web,0.27,2,12,,,,普通,,否,硕士,低,0
62,21,12,1084,男,4,Android,0.13,0,71,0.64,13,0,普通,是,否,高中,低,0
49,71,24,972,男,3,Web,0.16,1,51,0.39,,,普通,否,是,,低,0
39,106,39,535,女,2,Android,0.08,2,32,0.47,286,4,普通,否,是,高中,中,0
66,64,47,257,女,5,Android,0.42,6,82,0.11,78,,普通,否,是,高中,高,0
30,264,9,1221,女,4,Web,0.12,16,87,0.71,315,2,普通,是,,高中,中,0
51,300,30,52,女,2,iOS,0.33,8,60,0.73,,2,普通,是,否,博士,中,0
62,174,43,650,男,,iOS,0.13,11,53,0.27,5,1,,否,否,高中,低,0
39,151,10,270,男,2,Android,0.07,13,74,0.18,236,2,普通,否,否,本科,高,0
70,265,24,200,男,4,iOS,0.47,10,,0.05,133,5,普通,否,是,本科,低,0
40,162,45,395,女,5,Android,0.32,3,36,0.42,282,1,VIP,是,是,博士,高,0
68,237,44,377,男,3,Web,0.05,18,66,0.51,180,0,普通,否,是,本科,低,0
51,295,6,1627,男,2,iOS,0.44,15,19,0.41,16,2,普通,否,是,高中,高,0
66,300,11,397,男,5,iOS,0.28,9,74,0.07,205,0,普通,是,否,本科,中,0
63,219,11,866,男,3,Android,0.15,,89,0.61,276,,普通,是,是,高中,中,0
61,106,19,560,男,3,iOS,0.09,13,47,0.25,243,1,VIP,是,是,高中,中,0
28,294,36,189,男,2,Android,0.36,19,49,0.33,35,4,VIP,否,是,本科,中,0
56,117,0,204,女,3,Web,,15,79,0.12,,0,普通,,是,高中,中,0
21,167,15,967,女,4,Android,0.17,2,77,0.98,172,,普通,是,,高中,低,0
68,250,29,43,男,2,Android,0.35,0,51,0.54,254,2,普通,是,是,,中,0
18,81,8,1003,男,4,Web,0.12,5,97,0.27,339,0,普通,是,是,本科,低,0
41,239,9,1018,男,2,Android,0.17,5,91,0.87,108,4,普通,是,否,本科,高,0
,11,12,639,男,3,Android,0.38,,26,0.67,219,4,超级VIP,否,否,本科,高,0
64,164,19,700,女,1,Web,0.36,11,76,0.72,283,4,,否,是,本科,高,0
28,6,3,1302,女,4,iOS,0.15,7,68,0.19,341,2,普通,是,是,本科,低,0
68,64,48,1408,男,1,Android,0.23,4,79,0.97,212,3,超级VIP,否,是,高中,低,0
35,286,12,,男,5,Android,0.49,15,2,0.98,309,3,VIP,否,否,高中,高,0
57,170,2,877,女,1,Android,0.12,5,68,0.42,,3,VIP,否,否,高中,高,0
54,81,27,1505,女,1,Web,0.1,0,14,0.43,68,5,普通,否,是,本科,低,0
56,208,18,,男,1,Android,0.32,17,26,0.33,339,1,普通,是,否,本科,高,0
25,83,17,1555,女,1,Android,0.41,2,97,,15,0,VIP,否,否,高中,低,0
45,9,,530,男,3,Android,0.48,2,17,0.75,227,0,普通,是,,博士,低,0
34,,39,16,,5,Android,0.06,19,31,0.47,30,2,普通,是,否,硕士,低,0
53,46,8,1053,女,3,,,10,65,0.91,258,1,普通,否,否,本科,高,0
44,52,50,810,男,3,iOS,0.49,4,51,0.78,240,1,普通,是,否,,高,0
28,203,1,92,女,4,iOS,,,45,0.18,,0,普通,是,是,博士,中,0
62,43,16,881,男,2,Android,0.15,0,2,0.57,106,3,普通,否,否,本科,低,0
64,155,44,577,男,3,Android,0.2,10,62,0.87,118,0,普通,是,是,本科,低,0
38,56,27,820,女,2,Web,0.37,16,68,0.74,110,3,VIP,是,是,本科,低,0
28,289,42,583,男,1,Android,0.44,10,97,0.73,159,1,普通,是,是,本科,中,0
34,156,34,841,女,2,Android,0.35,4,61,0.93,345,0,普通,是,是,本科,低,0
58,74,,1990,男,3,Android,0.24,2,6,0.15,213,4,普通,否,是,高中,中,0
63,288,19,1804,女,3,Android,0.1,1,78,0.24,,5,普通,是,否,高中,中,0
29,74,15,729,男,3,Android,0.44,0,18,0,10,2,普通,否,否,硕士,低,0
23,,33,253,男,5,Web,0.39,7,18,0.26,198,4,普通,否,是,高中,低,0
61,219,23,974,男,3,Android,0.36,0,0,0.71,172,4,普通,是,否,本科,中,0
23,,8,1572,女,2,Android,0.04,17,61,0.45,266,3,普通,否,否,高中,低,0
55,214,19,96,男,4,Android,0.09,9,26,0.92,114,0,普通,是,是,博士,中,0
50,105,29,1393,女,2,iOS,0.25,2,26,0.53,280,5,普通,是,是,本科,低,0
41,295,25,1440,男,3,Android,0.49,3,66,0.64,353,5,普通,,否,高中,低,0
40,18,30,256,男,2,Android,0.34,20,79,0.02,363,3,VIP,是,否,本科,,0
44,64,2,1382,男,4,iOS,0.19,11,44,0.06,129,4,普通,是,是,硕士,高,0
67,65,5,56,男,4,iOS,0.08,15,96,0.49,172,0,普通,是,是,硕士,低,0
34,4,0,581,女,1,Web,,4,43,0.66,,2,普通,是,否,硕士,低,0
70,93,37,555,女,3,Web,0.34,13,66,0.3,,4,普通,否,否,高中,中,0
31,105,33,723,男,3,Android,0.3,19,,0.05,278,2,普通,否,是,本科,低,0
44,132,50,1710,女,4,iOS,0.49,13,32,0,57,4,普通,,否,本科,中,0
35,78,6,652,男,5,Android,0.06,14,49,0.84,315,1,普通,是,是,本科,低,0
68,7,10,157,男,3,Android,0.23,6,,0.1,84,1,普通,是,否,本科,高,0
64,158,35,84,男,3,Android,0.11,10,51,0.01,322,0,普通,否,是,本科,中,0
64,267,19,321,男,4,Android,0.47,3,10,0.8,7,5,普通,是,否,本科,中,0
24,90,4,1553,男,2,Android,0.17,13,17,0.56,,2,普通,是,是,高中,低,0
62,235,23,283,男,1,Android,0.11,8,29,0.53,244,5,普通,否,是,本科,低,0
65,167,29,1065,男,2,iOS,0.49,10,45,0.29,126,4,普通,是,是,高中,中,0
25,186,47,1917,女,4,,0.49,18,93,0.08,128,3,普通,否,是,本科,中,0
62,113,36,133,男,4,Android,0.12,14,16,,138,0,普通,否,否,高中,低,0
34,10,32,613,,2,Android,0.09,,38,0.28,324,5,普通,是,否,硕士,高,0
66,257,21,1427,女,1,Web,0.12,2,32,0.73,82,1,普通,是,否,本科,低,0
50,64,40,1516,男,3,Android,0.35,14,65,0.23,324,1,普通,否,是,本科,低,0
25,271,36,228,女,4,Android,0.42,18,87,0.37,347,1,普通,是,,高中,低,0
36,149,26,1829,男,2,iOS,0.42,2,4,0.12,150,3,普通,是,是,本科,低,0
22,285,37,1329,女,3,Android,0.43,,31,,215,0,普通,是,否,硕士,低,0
30,9,39,1851,男,4,iOS,0.3,6,13,0.88,336,,普通,是,否,本科,中,0
48,61,15,1634,女,4,Web,0.39,16,100,0.69,157,0,普通,是,是,高中,中,0
67,133,15,937,男,4,Web,0.17,3,89,0.32,53,3,普通,否,否,本科,高,0
39,170,2,920,女,3,Android,0.2,1,80,0.43,,5,VIP,是,否,博士,中,0
27,26,29,1870,女,4,iOS,0.05,,12,0.05,,5,普通,是,是,硕士,中,0
59,67,21,1212,男,5,iOS,0.26,2,24,0.82,45,0,普通,是,是,本科,中,0
38,277,18,308,男,4,Android,0.43,18,11,0.67,208,4,超级VIP,是,否,本科,中,0
58,65,18,1529,男,5,Web,0.43,5,96,0.3,78,2,普通,是,是,高中,中,0
41,167,1,393,女,3,Android,0.26,19,10,0.79,18,2,VIP,是,是,硕士,中,0
47,273,,1017,女,4,Web,0.35,4,79,0.13,324,1,普通,是,是,硕士,中,0
36,148,26,20,女,3,Web,0.08,17,11,0.22,133,,普通,是,否,本科,低,0
67,106,14,1698,女,1,Android,,14,82,0.97,280,5,普通,是,否,高中,高,0
43,75,46,,男,4,Web,0.36,12,11,,244,2,VIP,否,是,高中,低,0
57,195,6,1851,女,3,Android,0.21,15,87,0.18,138,5,普通,是,否,博士,中,0
,60,9,398,女,3,,0.48,14,4,0.29,314,4,,是,是,本科,低,0
53,50,18,1772,男,1,Web,0.21,0,8,0.22,246,4,普通,是,否,高中,高,0
,7,24,1399,男,4,iOS,0.46,20,12,0.38,173,0,VIP,是,是,本科,中,0
54,,23,471,男,4,Web,0.41,3,79,0.44,89,5,VIP,是,是,,中,0
57,283,1,1879,女,4,Android,0.45,2,4,0.99,,1,VIP,否,是,本科,低,0
26,192,34,,男,2,Android,0.25,1,53,0.44,134,0,VIP,否,是,本科,低,0
18,61,50,801,女,5,Android,0.42,20,61,0.17,281,,VIP,否,是,高中,中,0
53,61,36,552,男,5,Web,0.38,15,9,0.85,171,4,普通,是,否,硕士,中,0
52,281,6,1447,男,3,iOS,0.4,2,29,0.76,55,4,超级VIP,是,否,本科,中,0
,,9,512,,4,Android,0.39,2,10,0.09,336,3,普通,否,否,,中,0
63,114,,170,男,5,Android,0.02,,63,0.94,103,2,普通,是,否,博士,中,0
31,175,5,849,男,5,Web,0.46,16,100,0.34,81,3,VIP,否,是,本科,中,0
21,,5,793,男,1,iOS,0.48,,30,0.6,131,0,普通,是,否,本科,中,0
28,175,,503,女,3,Android,0.17,1,91,0.61,182,1,普通,是,否,高中,高,0
62,44,1,1707,女,5,Web,0.3,7,45,0.26,318,0,超级VIP,是,否,本科,低,0
,66,25,1975,,2,Android,0.42,14,12,0.17,251,,普通,是,否,本科,低,0
36,204,19,1970,女,5,Android,0.35,3,75,0.17,365,4,普通,是,,本科,低,0
19,16,5,,男,5,iOS,0.5,12,18,0.94,51,0,普通,是,是,博士,中,0
57,295,27,394,女,2,iOS,0.22,2,84,0.46,48,2,VIP,否,否,硕士,低,0
51,171,10,920,女,1,Android,0.44,15,95,0.68,296,3,普通,是,是,硕士,高,0
59,261,7,476,女,,Web,0.02,13,4,0.28,142,4,VIP,是,是,高中,中,0
56,175,4,1669,男,4,iOS,0.19,15,,0.13,197,1,普通,是,是,本科,低,0
20,9,28,1452,男,2,iOS,0.38,7,46,0.64,96,0,普通,是,否,本科,中,0
40,279,5,180,女,2,Android,0.18,17,,0.97,95,1,普通,是,否,高中,高,0
44,174,1,875,女,5,iOS,0.4,6,77,0.76,,,超级VIP,是,否,高中,低,0
56,,30,660,女,5,iOS,0.48,7,63,0.71,333,5,超级VIP,是,否,本科,低,0
70,294,49,243,男,3,Web,0.4,15,92,,290,0,普通,是,否,本科,中,0
18,20,12,75,男,3,iOS,0.37,9,9,0.78,98,2,普通,是,,高中,低,0
70,215,27,702,男,2,iOS,0.43,4,81,0.92,199,4,普通,否,是,本科,低,0
30,205,,1403,,4,Web,0.43,13,64,,141,4,普通,是,否,博士,高,0
,,0,1411,女,2,Android,,9,35,0.94,234,1,普通,否,否,本科,中,0
42,281,,756,男,1,Web,0.49,10,96,0.06,96,2,普通,是,否,本科,中,0
39,20,20,1800,女,1,Android,0.36,4,62,0.87,71,4,超级VIP,否,否,本科,中,0
48,227,0,1348,女,5,iOS,,14,35,0.59,,4,普通,是,否,本科,中,0
34,129,3,841,女,1,iOS,0.38,2,56,0.42,259,0,VIP,否,是,本科,中,0
40,174,31,878,男,3,iOS,0.31,6,87,0.85,54,0,VIP,是,是,高中,中,0
53,49,46,,女,3,Android,0.44,5,62,0.47,60,3,普通,否,否,本科,中,0
,278,11,1572,男,2,Android,0.42,9,32,,76,4,,是,是,本科,低,0
37,131,6,582,男,3,Android,0.42,19,,,308,4,VIP,否,否,本科,低,0
49,275,50,261,女,3,Android,0.39,11,,0.25,43,1,普通,是,是,硕士,中,0
67,12,2,748,男,1,Web,0.02,3,33,0.83,311,2,普通,,否,本科,低,0
45,174,30,1486,男,5,Android,0.42,12,85,0.04,148,2,普通,否,是,硕士,中,0
69,240,25,1713,男,5,Android,0.02,0,3,0.57,76,0,VIP,是,是,本科,,0
70,34,2,607,女,2,Android,0.16,15,96,0.01,222,5,普通,是,是,本科,低,0
41,13,43,909,女,4,iOS,0.43,20,,0.65,314,3,普通,否,是,高中,低,0
39,212,43,522,男,2,Web,0.49,16,95,1,281,5,VIP,是,是,高中,高,0
21,178,37,1212,女,4,Android,0.47,3,14,0.71,88,2,VIP,否,否,高中,高,0
40,163,29,1036,女,4,iOS,0.16,1,16,0.21,249,1,普通,否,否,本科,低,0
25,234,1,1912,女,2,iOS,0.18,3,21,0.02,,1,普通,是,否,本科,高,0
35,256,7,161,女,3,Android,0.44,1,33,0.01,84,4,VIP,否,否,本科,中,0
29,115,13,1595,女,3,Android,0.17,0,32,0.19,326,0,普通,是,是,本科,中,0
48,51,36,1516,女,2,iOS,0.33,16,24,0.18,69,1,VIP,否,否,本科,中,0
51,85,41,4,男,3,iOS,0.47,17,49,0.72,170,,普通,是,否,博士,高,0
51,237,10,415,女,3,iOS,0.21,1,85,0.4,1,1,普通,是,是,本科,中,0
58,151,1,947,男,1,iOS,0.29,,82,,0,3,普通,是,否,本科,中,0
49,177,32,1320,,3,Web,0.41,15,64,0.59,325,4,超级VIP,是,否,高中,中,0
39,5,50,1839,男,3,iOS,0.17,0,36,0.51,,2,超级VIP,是,是,高中,低,0
55,35,15,1330,男,3,iOS,0.36,12,53,0.84,304,,普通,否,是,硕士,低,0
41,13,21,117,男,4,Web,0.45,15,15,0.84,243,2,普通,否,是,本科,低,0
67,236,22,,女,1,Web,0.2,1,,0.46,259,4,普通,是,否,博士,高,0
58,49,42,1069,女,4,Web,0.05,2,94,0.84,65,3,普通,是,否,本科,高,0
23,260,49,226,男,5,Android,0.43,11,43,0.95,29,4,普通,是,否,本科,中,0
61,196,9,1317,男,1,Android,0.49,5,75,0.81,335,2,VIP,是,是,本科,高,0
45,87,29,347,女,2,Android,0.24,0,80,0.03,64,4,普通,是,是,高中,中,0
36,59,29,1003,女,1,iOS,0.34,13,63,0.44,154,4,普通,是,是,高中,低,0
26,267,6,1665,女,1,iOS,0.37,10,36,0.94,348,0,普通,否,否,高中,低,0
51,2,34,844,女,5,Android,0.41,12,26,0.72,67,3,普通,是,是,本科,低,0
61,62,1,994,男,3,Web,0.38,7,100,0.1,101,2,普通,是,是,本科,中,0
53,228,18,312,男,5,Android,0.2,2,87,0.42,363,3,VIP,否,否,高中,高,0
68,79,2,136,女,3,Android,0.36,18,89,0.24,161,1,普通,是,否,本科,中,0
36,170,33,350,女,1,Android,0.3,,94,0.89,219,3,普通,是,是,博士,中,0
66,254,21,1184,女,5,Android,0.37,19,88,0.82,0,2,普通,否,是,硕士,高,0
29,,38,1153,女,3,Web,0.3,20,70,,292,2,普通,否,是,高中,低,0
68,37,1,78,男,4,Android,0.05,12,86,0.56,338,2,普通,是,否,硕士,中,0
54,203,31,978,男,4,Android,0.42,10,92,0.81,186,5,普通,否,,本科,高,0
43,216,40,56,男,2,Android,0.5,13,28,0.05,,0,普通,是,否,本科,高,0
46,244,7,1423,女,2,iOS,0.24,6,30,0.88,12,4,普通,是,是,硕士,中,0
42,181,10,133,女,2,Android,0.03,14,50,0.32,73,5,普通,是,否,高中,中,0
27,204,49,13,女,2,,0.38,9,78,0.12,141,4,VIP,是,是,高中,中,0
64,198,0,282,男,4,iOS,,16,15,0.92,,0,普通,,否,高中,高,0
40,164,14,805,男,3,Web,0.09,1,7,0.97,100,4,普通,否,是,本科,中,0
38,241,3,1682,女,3,iOS,0.36,16,60,0.87,211,0,普通,是,是,高中,低,0
38,129,3,1444,男,4,Android,0.15,12,91,0.35,247,1,普通,是,是,高中,低,0
30,121,9,1795,女,4,iOS,0.21,18,80,0.18,,1,VIP,否,是,博士,中,0
61,256,46,744,男,4,iOS,0.44,6,49,0.84,64,2,普通,是,否,,中,0
64,248,16,1512,男,1,iOS,0.09,20,79,0.21,178,0,普通,否,是,本科,低,0
47,58,26,259,男,1,Android,0.18,1,28,0.84,107,,VIP,否,是,本科,中,0
29,,32,1466,男,5,Android,0.43,8,49,0.32,16,5,普通,是,否,本科,低,0
54,133,41,98,男,1,Android,0.19,13,7,,39,5,VIP,是,,硕士,低,0
59,180,1,181,男,2,Android,0.16,9,91,0.78,,2,超级VIP,是,否,本科,中,0
65,106,47,955,男,1,Web,0.15,10,18,0.49,355,4,超级VIP,是,,本科,高,0
45,116,14,1652,男,3,Web,0.3,5,43,0.01,108,2,普通,是,,硕士,高,0
58,119,6,471,男,5,Android,0.08,,25,0.99,242,5,普通,否,否,高中,低,0
64,209,41,1108,女,3,Android,0.28,2,48,0.84,121,2,普通,否,否,本科,中,0
65,295,8,678,女,5,iOS,0.26,12,25,0.59,83,2,超级VIP,否,是,硕士,高,0
24,49,19,,女,1,Android,0.43,11,88,0.56,264,0,普通,,是,硕士,高,0
58,104,45,318,男,3,Android,0.34,6,85,0.33,10,1,VIP,是,否,硕士,低,0
30,26,26,192,女,4,Web,0.38,13,94,0.39,223,5,普通,否,是,高中,低,0
35,287,19,1658,男,2,Android,0.46,8,5,0.03,198,2,普通,否,否,本科,低,0
54,256,6,936,男,2,Android,0.38,,30,0.55,89,5,VIP,是,否,高中,中,0
19,31,7,1323,男,4,iOS,0.48,20,20,0.7,129,0,VIP,是,是,硕士,高,0
33,44,1,1381,女,3,iOS,0.27,,66,0.13,,2,普通,是,是,高中,低,0
26,264,13,1580,男,5,Android,0.11,1,41,0.82,8,1,VIP,是,否,本科,高,0
,29,9,764,男,3,iOS,0.1,19,45,0.55,326,2,普通,否,是,高中,高,0
55,83,49,1476,女,3,Android,,,4,0.24,75,3,普通,否,是,博士,中,0
39,0,17,990,男,5,Android,0.02,0,76,0.14,244,0,VIP,是,是,本科,中,0
53,260,4,505,女,5,iOS,,11,91,0.62,223,1,,否,是,本科,高,0
62,62,30,64,男,3,Web,0.21,18,48,0.04,227,2,普通,是,否,本科,中,0
40,163,36,1589,女,3,Android,0.4,20,24,0.61,40,0,普通,是,是,硕士,低,0
62,200,19,,男,3,iOS,0.41,1,9,0.69,134,0,普通,是,是,博士,中,0
62,221,22,221,女,3,Web,0.43,12,,0.91,193,3,普通,是,是,高中,低,0
26,131,41,71,男,3,iOS,0.35,6,29,0.48,177,3,普通,,否,硕士,低,0
25,,,473,女,3,iOS,0.05,1,100,,302,5,普通,是,否,硕士,中,0
20,134,16,18,男,4,iOS,0.05,17,68,0.34,344,4,普通,是,,硕士,中,0
45,233,14,521,男,4,Web,0.05,1,13,0.59,273,3,普通,否,否,本科,中,0
23,140,25,783,女,4,Android,0.44,1,73,0.91,201,,超级VIP,是,是,高中,中,0
60,127,9,1698,女,3,iOS,0.13,16,58,0.11,77,5,VIP,是,是,本科,高,0
52,105,10,442,男,3,Android,0.25,7,12,0.55,361,0,VIP,否,是,本科,低,0
66,214,32,1895,女,2,Android,0.41,4,96,0.94,249,5,超级VIP,否,是,本科,中,0
61,152,6,1324,男,5,Web,0.23,20,20,0.64,91,3,普通,否,否,本科,低,0
64,66,43,465,女,3,,0.49,10,71,0.75,50,2,VIP,否,否,博士,中,0
70,89,11,364,女,5,iOS,0.41,6,33,0.07,351,0,普通,是,否,高中,中,0
27,259,6,1422,女,4,Android,0.11,19,52,0.67,163,,VIP,否,是,本科,中,0
63,227,,492,女,2,Android,0.14,14,94,0.14,269,1,超级VIP,否,否,本科,中,0
30,78,0,541,男,2,iOS,,12,30,0.19,255,4,普通,是,是,高中,低,0
54,95,22,1839,男,5,Android,0.34,14,83,0.46,153,2,普通,是,是,本科,中,0
,156,43,1626,女,1,iOS,0.38,3,87,0.9,49,2,普通,否,否,高中,中,0
39,115,6,1114,男,4,Web,0.42,17,74,0.03,326,2,普通,否,否,本科,低,0
31,15,28,299,女,4,Web,0.42,20,13,0.5,288,2,普通,否,否,本科,低,0
27,239,9,173,女,4,Android,0.19,0,83,0.33,330,3,普通,是,,高中,中,0
52,55,42,645,女,3,Android,0.41,2,99,0.76,225,1,普通,是,是,高中,低,0
42,78,4,1396,男,5,Android,0.07,4,24,0.11,145,0,普通,是,否,高中,高,0
20,102,33,23,男,4,Android,0.46,19,73,0.65,158,5,普通,是,否,本科,中,0
64,283,7,1224,女,5,iOS,0.24,5,98,0.67,334,5,普通,是,否,高中,,0
34,4,39,,女,2,Android,0.27,4,68,0.88,234,1,普通,否,是,高中,,0
29,,5,1029,男,2,Android,0.44,11,,0.33,332,0,普通,否,是,高中,中,0
69,277,0,1653,男,3,Android,,6,19,0.48,132,2,VIP,是,是,高中,低,0
64,75,43,906,男,2,Android,0.32,8,21,0.38,365,0,普通,否,否,,低,0
57,127,5,644,男,2,iOS,0.37,18,57,0.76,182,3,普通,否,是,高中,低,0
29,242,36,75,男,3,iOS,0.43,12,27,0.38,302,3,VIP,是,否,高中,中,0
44,184,0,1666,男,3,iOS,,10,84,0.5,348,5,VIP,否,是,本科,低,0
70,219,50,823,男,4,Android,0.09,13,54,0.59,50,0,普通,否,是,本科,,0
47,244,,1061,女,5,iOS,0.48,4,67,0.12,177,2,VIP,是,是,本科,中,0
58,139,20,565,男,3,iOS,0.35,2,42,0.16,122,5,超级VIP,是,是,本科,低,0
51,70,34,1665,男,5,iOS,0.38,6,5,0.19,248,5,VIP,否,是,本科,中,0
54,45,37,1753,男,3,iOS,0.34,5,82,0.03,13,5,普通,否,否,高中,中,0
23,,4,1537,女,2,Web,,2,50,0.92,155,0,普通,否,否,硕士,低,0
49,148,49,1163,女,2,Android,0.33,12,10,0.07,32,5,普通,否,否,本科,中,0
70,126,4,1281,女,1,Android,0.34,20,16,0.94,71,3,,否,否,本科,中,0
42,118,8,616,女,2,iOS,0.41,1,45,0.96,50,0,VIP,是,是,本科,高,0
24,243,8,847,女,4,,0.1,11,,,28,1,普通,是,否,高中,高,0
69,102,34,1501,女,5,Android,0.44,11,76,0,290,3,普通,否,是,本科,高,0
33,36,9,1517,女,2,Android,0.2,11,,0.76,310,4,普通,是,是,硕士,低,0
60,7,45,755,女,4,,0.34,9,50,0.97,163,2,普通,是,否,博士,中,0
70,230,38,163,女,5,Android,0.5,20,26,0.08,359,2,普通,是,否,本科,高,0
53,295,,1667,女,1,Android,0.19,2,48,0.4,127,1,普通,否,否,高中,中,0
30,106,36,,男,5,Android,0.47,5,15,0.9,146,1,普通,是,否,,中,0
53,82,34,1233,女,4,iOS,0.35,13,14,0.87,123,1,普通,是,是,高中,低,0
64,287,16,1882,男,4,Android,0.08,2,53,0.92,276,3,VIP,是,是,高中,高,0
